,,LIvro de Preço,,,,,
C.INTERNO,PRODUTO,,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0001082,MANG PVC 3/8 50M M USO REF AM ,7898418012288,PC,898586,DIVERSOS,7.00
0001083,LUVA MISTA ELAST AJUSTE 7CM ,7898954036069,PA,950222,DIVERSOS,14.73
0001084,FECHAD SOB PORTAO PRAT PY PT ,7892327898414,PC,948840,DIVERSOS,68.10
0001085,FITA VEDA ROSC 18MMX10M SEAL ,7898909649061,PC,34889,DIVERSOS,3.00
0001086,ALICATE ACO 8 UNIV ISOL 41001 ,7891114008869,PC,32085,DIVERSOS,38.00
0001087,MARRETA ACO 1KG OITAV CABO MAD ,7891114077070,PC,874415,DIVERSOS,48.00
0001088,PLAFON ALU LED3W SLIM EMB RD ,7899710007729,PC,928508,DIVERSOS,15.00
0001089,PLAFON ALU LED6WBIVQD EMB 3000K ,7899440048283,PC,916538,DIVERSOS,20.00
0001090,CARRO MAO MAST PNEU/CAM 3.25 ,7898113087918,PC,926479,DIVERSOS,194.77
0001094,INTERRUPTOR DUPLO C/ TOMADA  ,7898495988278,UN,3219,DIVERSOS,13.00
0001095,CANTONEIRA 40CM,1000001095332,UN,62973,DIVERSOS,22.50
0001096,CANTONEIRA DE 30CM,7898011977274,UN,1417,DIVERSOS,8.00
0001097,ESMALTE DACOL AZUL FRANCA 900ML,4131411500007,UN,402,DIVERSOS,28.00
0001098,LAVATORIO BRANCO KRONA 36X26CM,7897801302623,UN,17482,DIVERSOS,28.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0001099,TINTA SPRAY WURTH CINZA CLARO,4058794216158,UN,038,DIVERSOS,15.00
0001100,TINTA SPRAY WURTH BRANCO FOSCO,4058794217094,UN, ,DIVERSOS,21.01
0001101,TINTA SPRAY VERNIS WURTH,4058794224146,UN, ,DIVERSOS,17.00
0001102,ENFORCA GATO,2010000002216,UN, ,DIVERSOS,0.53
0001103,PINCEL ATLAS UND,1000001103228,UN, ,DIVERSOS,2.52
0001105,ALCOOL GEL 70  500ML/420X24 ,7896587040828,CX,027858,DIVERSOS,7.00
0001106,SUPORTE ROLO PINT23PRESS.,17891595000380,DZ,003419,DIVERSOS,5.71
0001107,VARAO CORTIN19MMX15M BC VITORI.,7899422371644,AM,022226,DIVERSOS,19.00
0001108,VARAO CORTIN19MMX2M BC VITORI.  ,7899232477505,AM,022227,DIVERSOS,23.00
0001109,RATICIDA RATAK 10 60X75GRS=45KG.,7896500400944,PT,029746,DIVERSOS,3.00
0001110,VARAO CORTIN19MMX15M MOG.UTILI.,7899910108851,AM,031475,DIVERSOS,19.18
0001111,XADREZ LANXESS VERMELHO 250G,7898706130069,CX,033266,DIVERSOS,16.00
0001112,XADREZ VERMELHO LANXESS 500G,7898706130007,CX,033285,DIVERSOS,27.50
0001113,VARAO CORTIN19MMX2M IMB.VITORIA ,7899232477871,CX,037038,DIVERSOS,23.00
0001114,MANGUEIRA PRETA IRRIGACAO  ,0000000001114,RL,,DIVERSOS,98.00
0001115,MANGUEIRA JARDIM SILIC. ARQUA ,7898572510699,RL,050697,DIVERSOS,4.50
0001116,MANGUEIRA NIVEL SILIC ARQUA .,7898572510422,RL,075532,DIVERSOS,2.50
0001117,ESCOVA CARVAO FURADEIRA .,7898905016119,PT,017803,DIVERSOS,3.50
0001118,ESCOVA CARVAO FURADEIRA .,7898905016195,PT,017806,DIVERSOS,4.00
0001119,ESCOVA CARVAO FURADEIRA BOSCH ,7898905016096,PT,017980,DIVERSOS,3.00
0001120,RATICIDA GIRASSOL RATOFF 40X25G.,7898231361129,PT,022042,DIVERSOS,2.00
0001121,PARAFUSO TELHA 5/16X130 C/PVC ,7898593871373,%,022551,DIVERSOS,2.50
0001122,TE REFORCADO 3SAIDAS 10A 2PT CZ ,7898493998149,PT,074211,DIVERSOS,6.61
0001123,ESCOVA CARVAO SERR MAR BH204   ,7898905016485,PT,077105,DIVERSOS,6.00
0001124,ESCOVA CARVAO SERR MAR MAK.,088381357326,JG,081738,DIVERSOS,22.20
0001125,BOTA COURO GARRA S/BIQ. TAM 41,7899625002086,PR,088749,DIVERSOS,60.00
0001126,BOTA COURO GARRA S/BIQ. TAM 43,7899625002109,PR,088751,DIVERSOS,60.00
0001127,BOTA COURO GARRA S/BIQ. TAM 42,7899625002093,PR,088767,DIVERSOS,60.00
0001128,CAL HIDRATADO UNIVERSAL 2KG,1000001128191,UN,6,DIVERSOS,7.00
0001129,CAL HIDRATADO UNIVERSAL 5KG,1000001129280,UN,70,DIVERSOS,17.00
0001131,PADRAO VELHO COMPLETO,1000001131788,UN,,DIVERSOS,215.22
0001132,"CURVA ELETRODUTO 1"" 90",0000000001132,UN1,641,DIVERSOS,3.00
0001133,JOGO CHAVE TORQUE 9 PCS FERTAK,7899095405790,UN1,2409,DIVERSOS,35.00
0001134,CHAVE COMBINADA 15MM FERTAK C5,7899095400559,UN1,2405,DIVERSOS,10.50
0001135,ANEL DE VEDACAO ESG 100 FORTLEV ,17898543592621,UN1,2467,DIVERSOS,4.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0001136,ANEL DE VEDACAO ESG 75 FORTLEV ,17898543592614,UN1,2468,DIVERSOS,3.00
0001137,ANEL DE VEDACAO ESG 50 FORTLEV ,0000000001137,UN1,2469,DIVERSOS,2.00
0001138,CHAVE COMBINADA 13MM FERTAK C6,7899095400535,UN1,2549,DIVERSOS,11.00
0001139,HASTE TERRA 1.2MT,1000001139456,UN1,2599,DIVERSOS,19.00
0001140,VARAL DE NAYLON,7896817258078,UN, ,DIVERSOS,2.41
0001141,VARAL DE ACO 10MT,7898937515055,UN, ,DIVERSOS,4.20
0001142,TORNEIRA LAVATORIO/BANHEIRO ,7898059545084,UN,1150,DIVERSOS,11.00
0001144,CAL SUPERCAL 10KG,1000001144726,UN,,DIVERSOS,25.00
0001145,CAL POP MASSA 5KG,1000001145839,UN, ,DIVERSOS,12.00
0001146,CAL DAMASCENO 20KG HIDRATADO,1000001146607,UN,285,DIVERSOS,35.00
0001147,VR FERRO 4.2,1000001147680,UN,VARA,DIVERSOS,15.00
0001148,BARROTE 5MT,1000001148410,UN,,DIVERSOS,37.00
0001149,TAMPA DE PIA,17897801301241,UN,007427,DIVERSOS,1.00
0001150,OLEO SINGER 24UN X 100ML,7896785450788,UN,029411,DIVERSOS,12.00
0001151,BIRIBA,0000000001151,AM,032131,DIVERSOS,10.00
0001152,ENXADAO TRAM 30LE 77272/304    C6,7891117001973,CX,032244,DIVERSOS,38.50
0001153,ALICATE PRESSAO 10  TRAMONTINA  ,7891114062342,UN,005006,DIVERSOS,58.50
0001154,PARAFUSO SEXT. ROSC SOB ,7892183042488,,037405,DIVERSOS,1.00
0001155,PARAFUSO CHIP60X60           C100,7892261065637,CX,064857,DIVERSOS,0.61
0001156,ALICATE BOMBA DAGUA CR-V10 FOXL.,7898105775830,UN,090071,DIVERSOS,32.06
0001157,PARAFUSO CHIP45X45,7892261065477,UN,054866,DIVERSOS,0.40
0001158,ASSENTO QUADRADO THEMA DURIN,7898436362068,UN,,DIVERSOS,68.00
0001159,TRANSFORMADOR 2000W NORDESTE ,01000092,UN,01.00009,DIVERSOS,201.00
0001161,BOLFO,0000000001161,UN,,DIVERSOS,4.00
0001162,CAIXA DE PADRAO VELHO,1000001162614,UN, ,DIVERSOS,65.00
0001163,CAIXA DE PADRAO NOVO,1000001163048,UN,,DIVERSOS,61.00
0001164,SUPORTE DE ANTENA,7898120696424,UN, ,DIVERSOS,12.01
0001166,BOMBA SUB 950 FIRE 220V RAYMA,7898214272787,UN1,48607,DIVERSOS,334.19
0001167,COLUNA P/ GONDOLA 170M NEW ,798190023229,UN1,117567,DIVERSOS,500.00
0001168,LONA BRANCA 04X100M LONAX,7898319082656,M,37308,DIVERSOS,11.00
0001169,LANTERNA  LED BIVOLT 1W,7899441524830,UN, ,DIVERSOS,32.50
0001170,LANTERNA DE CABECA NSBAO,7898671370194,UN,YG-5598,DIVERSOS,51.00
0001171,ABRACADEIRA SEM FIM DE 20 C/ ,1000001171524,UN, ,DIVERSOS,3.00
0001172,TINTA SPRAY PRETO BRILHANTE,4058794217070,UN,017,DIVERSOS,22.00
0001173,DISJUNT UNIP 40A NEMA ASM1-B ,7892327509198,PC,917621,DIVERSOS,22.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0001174,TORN FILT PLAST GELAGUA BR HERC,7898668363130,PC,936186,DIVERSOS,7.20
0001175,ASSENTO PLAST HYGIEN BR ,7898945769082,PC,932915,DIVERSOS,29.48
0001176,LONA PRETA 4X100M MAXILONA,7898627060032,M,910931,DIVERSOS,5.00
0001177,PORTA MAD RIBEIRO AGATA YPE ,1000001177175,UN,,DIVERSOS,181.18
0001178,REDUCAO SOLD. LONGA 50X32,1000001178240,UN,020117,DIVERSOS,6.00
0001179,CURVA SOLD 50,1000001179124,UN,28356,DIVERSOS,13.00
0001180,MASSA CORRIDA ACRILICA TALICOR,1000001180052,UN,000015,DIVERSOS,32.00
0001181,BLOQUAEDOR DE AR HG,040232903311,UN, ,DIVERSOS,50.05
0001183,DOBRADICA  P/ CANCELA C-01 SAO ,7898089528019,UN,C-01,DIVERSOS,23.00
0001184,HIDROFILTROS 20LT,7896811106948,UN, ,DIVERSOS,14.01
0001185,HIDROFILTRO ROSCA LONGA HF 40,7896811103299,UN, ,DIVERSOS,12.00
0001187,LIXA AGUA 500 NORTON T223      C50,7895316231315,PT,003206,DIVERSOS,2.00
0001188,LIXA AGUA 240 NORTON T223      C50,7895316231261,PT,003907,DIVERSOS,2.00
0001189,LIXA AGUA 320 NORTON T223      C50,7895316231285,PT,003910,DIVERSOS,2.00
0001190,CADEADO PADO 40MM,7891065011635,UN,004069,DIVERSOS,33.00
0001191,CADEADO PADO 30MM,7891065000165,UN,004525,DIVERSOS,23.00
0001192,CADEADO PADO 35MM               C5,7891065000172,CX,004548,DIVERSOS,29.00
0001193,LIMA ENXADA 8 K.F. CHATA,7891645028930,UN,032625,DIVERSOS,13.00
0001194,LIXA AGUA 360 NORTON T277 FLEX ,7895316659614,PT,033198,DIVERSOS,2.00
0001195,LIXA AGUA 220 NORTON T277FLEX  ,7895316659409,PT,033203,DIVERSOS,2.00
0001196,LIXA NORTON P/MASSA/MADEIRA ,7895316659379,PT,033204,DIVERSOS,1.50
0001197,LIXA AGUA 150 NORTON T277FLEX  ,7895316659348,PT,033205,DIVERSOS,2.00
0001198,FITA ISOLANT10MX19MM NORTON   ,7895316729355,PT,033992,DIVERSOS,4.06
0001199,FITA ISOLANT20MX19MM NORTON   ,7895316729362,PT,033993,DIVERSOS,6.01
0001200,LIXA AGUA 400 NORTON T277 FLEX ,7895316659645,PT,053489,DIVERSOS,2.00
0001201,LIXA AGUA 600 NORTON T277 FLEX ,7895316659706,PT,053490,DIVERSOS,2.00
0001202,LUVA MALHA LISA C/PIGM.4F.PT.VOLK,27898207218574,DZ,073977,DIVERSOS,5.00
0001203,LIXA AGUA1200 NORTON T499      C25,7891345436585,CT,078377,DIVERSOS,9.00
0001204,FITA ISOLANT05MX19MM AUT.F.3M,7891040104086,UN,081102,DIVERSOS,28.00
0001205,GANCHEIRA SA SIMPLES P/GONDOLA,0000000001205,DZ,004518,DIVERSOS,0.01
0001206,PODAO CACAU/BANANEIRA ,7891117003144,DZ,032809,DIVERSOS,16.00
0001207,SUPORTE DE TV PRO ELETRONIC,7898419493154,UN,5282,DIVERSOS,20.00
0001208,POLICORTE /PISO,1000001208626,UN, ,DIVERSOS,190.19
0001209,ASSENTO BRANCO VIATEK,7898674890453,UN, ,DIVERSOS,32.50
0001210,PECA MISTA 4.5MT 11X5,1000001210889,UN,,DIVERSOS,124.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0001211,DOBRADICA FLOA 3X2.5 C/ ,2917400000395,UN,0039,DIVERSOS,35.00
0001212,DOBRADICA FG 35 C2,2917400000227,UN,0022,DIVERSOS,11.50
0001213,PORTA CADEADO 25 LEVE,2917400001323,PC,0132,DIVERSOS,7.00
0001214,RALO FDE PIA FG,2917400001354,UN,0135,DIVERSOS,5.00
0001215,ESPATULA FLEXIVEL REJUNTE ,7899154829765,UN,2976,DIVERSOS,3.00
0001216,ESPATULA RIGIDA REJUNTE ,7899154830044,UN,3004,DIVERSOS,3.50
0001217,FECHADURA OP ST CROM EXT MOV,7899154811135,UN,811,DIVERSOS,56.00
0001218,FECHADURA OP CONCEPT ROS CROM ,7899154840319,UN,955,DIVERSOS,85.00
0001219,FECHADURA OP ST BRONZE LAT EXT ,7899154812125,UN,821,DIVERSOS,62.00
0001220,FECHADURA OP CAIXAO,7899154892356,UN,936,DIVERSOS,43.00
0001221,CALHA DE 14 X 40CM,1000001221830,UN,,DIVERSOS,4.70
0001222,LAMPADA LED G-LIGHT 9W,7899605532268,UN1,683,DIVERSOS,5.00
0001223,TALHADEIRA CHATA 5/16X10 SAO ,7898089528477,UN1,1792,DIVERSOS,17.00
0001224,REPARO MVS REG DECA ROCO,7899786808459,UN1,1901,DIVERSOS,43.50
0001225,CANALETA ADESIVA 20X10X200M  ,7898542002575,UN1,1963,DIVERSOS,10.00
0001226,DISCO SERRA VIDEA 4 12 24 DENTES ,7899095404779,UN1,2559,DIVERSOS,13.97
0001227,BOMBA DE AR YAMADA 30CM,7899101508958,UN1,50895,DIVERSOS,29.00
0001228,FORMAO CMADEIRA 1/2 FERTAK C6,7899095409248,UN1,3060,DIVERSOS,17.00
0001229,"FORMAO CMADEIRA 3/4"" MOMFORT",7897937440060,UN1,808012,DIVERSOS,24.00
0001230,FIO PRA SOM 1.5 2X14 100MTS PRVER,0000000001230,UN1,3068,DIVERSOS,2.32
0001231,FORMAO CMADEIRA 5/8 FERTAK C6,7897937440053,UN1,808013,DIVERSOS,24.00
0001232,JOGO DE CHAVE ATORX E ALLEN ,7899441505341,UN1,3148,DIVERSOS,12.03
0001233,CHAVE TESTE DIGITAL BRASFORT,7898094331871,UN1,3234,DIVERSOS,9.00
0001234,BARRAGE CARRAPAT 20ML ZOETIS(E),7898049710157,CX3,106863,DIVERSOS,6.50
0001235,CHAVE ALLEN JG 9PC MILLA(E),7897208681208,UN1,63107,DIVERSOS,25.00
0001236,COLA INST 793 020G TEKBOND(E),,UN1,93806,DIVERSOS,7.88
0001237,DISCO SERRA CIRC 4.3/8 24DT ,7897181963742,UN1,100463,DIVERSOS,18.00
0001238,EXTENSAO DANEVA 5M 2PET PP    ,7896586817872,UN1,93965,DIVERSOS,33.50
0001239,FILTRO AR MOTO ,7892415911711,UN1,109680,DIVERSOS,9.65
0001240,KIT CILIND PISTAO/ANEL TITAN STD ,7892415810182,UN1,113568,DIVERSOS,332.67
0001241,KIT GANC SIMPLES P/ GONDOLAS SA ,798190022710,PC,102204,DIVERSOS,1.40
0001242,REFIL MOP P/ BALDE ESCORRED ,7897753677619,UN1,107887,DIVERSOS,23.20
0001243,REGULADOR GAS C/ MANG 80CM ,7898276630754,UN1,IMAR,DIVERSOS,48.00
0001244,SIFAO SIMPLES SANF. 40MM KRONA,7897801318013,UN,20653,DIVERSOS,8.00
0001245,SUPORTE P/ VASSOURAS CROM ,7897089802150,UN1,118637,DIVERSOS,1.40
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0001246,VELA NGK CPR8EA-9 TITAN/FAN/BROS ,7897707509645,CX1,68187,DIVERSOS,24.51
0001247,BALDE MOP BRILHUS SPIN ,7896001020511,UN1,112504,DIVERSOS,139.87
0001248,FURADEIRA TRAMONTINA 500W 220V,0000000001248,UN1,4441,DIVERSOS,195.00
0001249,KIT BANDEJA NEW FACIL 40CM SA ,0798190143316,UN1,117569,DIVERSOS,1.40
0001250,REGUA P/ GANC GONDOLA 091CM SA ,798190023168,UN1,102205,DIVERSOS,1.40
0001251,SUPORTE PEDAL DIANT COMPLETO ,7899730942796,UN1,99592,DIVERSOS,1.40
0001252,TINTA PISO 036L CZA NOVACOR,0000000001252,UN1,2957,DIVERSOS,106.00
0001253,TINTA PISO 036L VRM NOVACOR,7891323079643,UN1,35791,DIVERSOS,106.00
0001254,VASSOURA GENIAL PLAST C/CB ,7897388602079,PC,101299,DIVERSOS,9.72
0001255,PREGOS  UND,1000001255002,UN, ,DIVERSOS,1.00
0001256,SAPATA AMARRADA,1000001256153,UN, ,DIVERSOS,45.04
0001257,SOLEIRA DE PORTA 75 X 14,1000001257457,UN, ,DIVERSOS,35.00
0001258,TUBO DE 50 SOLD. FORTLEV,1000001258430,UN,50SOLD,DIVERSOS,75.00
0001260,TE DE ENERGIA 4 LADOS,1000001260297,UN,,DIVERSOS,7.00
0001261,TOMADA TRIPLO ILUMI,7898493995063,UN, ,DIVERSOS,13.01
0001262,TABUA DE PINUS 20CM 3MT,1000001262369,UN,000408,DIVERSOS,38.00
0001263,TABUA DE PINUS 25CM 3MT,1000001263038,UN,000409,DIVERSOS,42.00
0001264,PECA MISTA 5MT 11X5,1000001264059,UN, ,DIVERSOS,138.00
0001265,PECA MISTA 6MT 11X5,1000001265650,UN,,DIVERSOS,185.00
0001267,BARROTE 5.5MT,1000001267029,UN,,DIVERSOS,40.00
0001268,BARROTE 6.5MT,1000001268576,UN,,DIVERSOS,48.50
0001269,BARROTE 7MT,1000001269535,UN, ,DIVERSOS,50.00
0001270,BARROTE 6MT,1000001270654,UN,,DIVERSOS,54.00
0001271,DESENGRIPANTE SPRAY300ML CAR ,17897068800112,DZ,063760,DIVERSOS,14.00
0001272,CORDA SED.ART.VERM/SORT12MM ,7898702891001,CR,009088,DIVERSOS,2.13
0001273,BARRA ROSQUEADA GAL 5/16 1M MB,17908337100052,AM,022294,DIVERSOS,12.00
0001275,FOICE TRA.ROCADEI.77600/115    C/6,7891117002963,UN,032181,DIVERSOS,29.00
0001276,CARRINHO CONST.POP MET.PC 3 ,7893223008761,UN,085401,DIVERSOS,150.00
0001277,CAIXA MASSA  20L ALV.PTA THOMPS.,7898011976734,AM,085644,DIVERSOS,19.00
0001278,PORCA 3/8 POLIDA              C500,7892261000010,CX,004126,DIVERSOS,0.75
0001279,CHAVE MANDRIL(S2)3/8A1/2  STARFER,7891638035402,UN,005614,DIVERSOS,7.30
0001280,FIO CORT GRAMA LJ 30MM 15MT ,7898606780111,UN,085298,DIVERSOS,24.00
0001281,LINHA PEDREIRO TRANC. 50M TOP FIO,7897323800508,DZ,085529,DIVERSOS,3.00
0001282,"LUVA ROSQUEADA 1/2"" KRONA C50",17897801302491,UN,021102,DIVERSOS,2.00
0001283,JOGO DE CHAVE,0000000001283,UN,,DIVERSOS,21.52
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0001284,ADUELA PORTA MISTA,1000001284941,UN,,DIVERSOS,125.00
0001285,INTERRUPTOR TRIPLO FAME,7896039706579,UN,,DIVERSOS,10.00
0001286,INTERRUPTOR DUPLO FAME,7896039704483,UN,,DIVERSOS,12.00
0001287,CAIXA DE PASSAGEM TIGRE,7899349103069,UN, ,DIVERSOS,35.00
0001289,CAIXA 4.4 AMANCO AMARELA,1000001289038,UN, ,DIVERSOS,5.25
0001290,TAMPA CEGA 4.2 FAME,7896039707606,UN, ,DIVERSOS,4.00
0001291,TAMPA CEGA 4.4 FAME,7896039708672,UN, ,DIVERSOS,7.50
0001292,TORNEIRA P/PIA BICA LONGA ,7891461151805,UN, ,DIVERSOS,40.00
0001293,TORNEIRA P/COZINHA DOCOLPRIMOR,7891461151836,UN, ,DIVERSOS,54.04
0001294,TORNEIRA P/LAVATORIO 1/2 ,7891461151973,UN, ,DIVERSOS,41.03
0001295,DISJ TRIPOLAR 25A,7896039752170,UN,",",DIVERSOS,78.08
0001296,DISJ TREIPOLAR 32A,7896039752187,UN, ,DIVERSOS,78.08
0001298,PULVERIZADOR COSTAL 12L ,7896367784171,UN1,119430,DIVERSOS,259.01
0001299,TE LR SOLD20X20 AZUL,1000001299914,UN,31556,DIVERSOS,6.50
0001300,PIA DE COZINHA 140M,1000001300160,UN, ,DIVERSOS,157.00
0001301,QUEROSENE NATRIELLI 900ML,7897176400849,UN, ,DIVERSOS,16.00
0001302,SOLEIRA DE PORTA 85 X 14,0000000001302,UN,,DIVERSOS,46.00
0001303,SOLEIRA DE PORTA 65 X 14,0000000001303,UN,,DIVERSOS,30.00
0001306,PAINEL LED EMBUTIR 18W AVANT,7899452023445,UNI,903011374,DIVERSOS,20.00
0001307,REGISTRO PRESSAO DOCOLBASE 3/4,7891461033330,UN, ,DIVERSOS,58.06
0001308,"REGISTRO GAVETA DOCOLBASE 1""",7891461033293,UN, ,DIVERSOS,68.07
0001309,VERNIZ UNILAR INCOLOR,7891696000831,UN, ,DIVERSOS,30.00
0001310,VEDACIT 1KG,7897321117943,UN, ,DIVERSOS,11.20
0001312,PORTA MADEIRA LISA 60 X 210 ,1000001312996,UN,,DIVERSOS,190.00
0001314,CAIXA DE LAJE REGULAVEL VIATEK,7898951425729,UN,,DIVERSOS,8.50
0001315,CAIXA DE LAJE OCTAGONAL 160,0000000001315,UN,,DIVERSOS,2.24
0001316,ADAPTADOR BOB,0000000001316,UN,,DIVERSOS,5.00
0001318,CHUVEIRO LORENZETTI TOP JET 220V ,7896451852465,UN,077557,DIVERSOS,160.00
0001319,TELA PINT LEVE NORT,0000000001319,UN,92732,DIVERSOS,8.00
0001320,CABO RIGIDO 6.0MM PT CORFIO,0000000001320,UN,076978,DIVERSOS,7.75
0001321,ARAME FARPADO 250M NELORE ,7897047210768,RL,,DIVERSOS,225.00
0001322,ARAME FARPADO 500M NELORE ,,RL,,DIVERSOS,400.00
0001323,DISCO DE SERRA 24D WMAX,4065746755559,UN,13236,8-WURTH,22.50
0001324,CURVA ELETRODUTO 3/4 90,0000000001324,UN,1143,DIVERSOS,3.50
0001326,COLA PVC 17G GYMCOL,7898338990789,UN, ,DIVERSOS,12.10
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0001327,SARRAFO CIVITTI 564G 3MT,0000000001327,UN,086742,DIVERSOS,60.00
0001329,"FACAO P/ MATO 16"" CORNETA",0000000001329,UN,,DIVERSOS,53.00
0001330,UNIAO SOLD 20,0000000001330,UN,653,DIVERSOS,10.00
0001332,REGISTRO SIMPLES BRANCO 25,0000000001332,UN,,DIVERSOS,16.00
0001333,LAMPADA AVANT 42W,7899825509125,UN,,DIVERSOS,5.00
0001334,FECHADURA PADO,7890577350393,UN, ,DIVERSOS,55.05
0001336,ALISAR MACARANDUBA 6 PC,0000000001336,PC,,DIVERSOS,90.00
0001337,ALISAGEM MISTA 6PC,0000000001337,PC6,,DIVERSOS,70.00
0001338,JANELA COMUM 2BD 80,0000000001338,UN,,DIVERSOS,185.00
0001339,JANELA 1BD 60CM,0000000001339,UN,,DIVERSOS,160.00
0001340,JANELA MISTA 2BD 40/40,0000000001340,UN,,DIVERSOS,175.00
0001341,JANELA TORNEADA 1BD 80CM,0000000001341,UN,,DIVERSOS,175.00
0001342,PORTA DE TIRA 80X210,0000000001342,UN,TIRA,DIVERSOS,232.00
0001343,PORTA HORIZONTAL 60,0000000001343,UN,,DIVERSOS,333.50
0001346,SOLEIRA DE PORTA 105 X 14,0000000001346,UN,,DIVERSOS,50.00
0001347,JOELHO DE 75 45G,0000000001347,UN,11120751,DIVERSOS,10.50
0001348,CURVA DE 50/ 45,0000000001348,UN,,DIVERSOS,9.80
0001349,"BAINHA DE FACAO 18""",0000000001349,UN,,DIVERSOS,25.00
0001350,TE C/ REDUCAO 100/50,0000000001350,UN,,DIVERSOS,16.80
0001351,BARROTE 6X6 4MT,0000000001351,UN,,DIVERSOS,60.00
0001352,INTERRUPT SIMPLES C/ TOM 10A LEV ,7898493995902,UN1,105645,DIVERSOS,11.00
0001353,INTERRUPT SIMPLES LEV ILUMI  -  REF ,7898493995636,UN1,105644,DIVERSOS,7.50
0001354,ROLO ESPUMA POLIEST 05CM C/CB ,7891395000057,UN1,110853,DIVERSOS,4.00
0001355,ROLO ESPUMA POLIEST 09CM C/CB ,7891395000064,UN1,110850,DIVERSOS,6.00
0001356,TOMADA DUPLA 10A LEV ILUMI  -  REF ,7898493995452,UN1,105650,DIVERSOS,12.00
0001357,TOMADA SIMPLES 10A LEV ILUMI    ,0000000001357,UN1,105649,DIVERSOS,7.31
0001358,"PINCEL ROMA 301 1/2""",7891595003322,UN,2707,DIVERSOS,2.00
0001359,TRINCHA B 3/4 CB PTO CERDA GRIS ,17899389090807,PC,2709,DIVERSOS,1.66
0001360,TRINCHA C 1 CB PTO CERDA GRIS ,17899389090906,PC,8401,DIVERSOS,1.98
0001361,TRINCHA D 1.1/2 CB PTO CERDA GRIS ,17899389091002,PC,19272,DIVERSOS,3.00
0001362,TRINCHA E 2 CB PTO CERDA GRIS ,17899389091101,PC,8402,DIVERSOS,6.00
0001363,TRINCHA F 2.1/2 CB PTO CERDA GRIS ,0000000001363,PT12,56447,DIVERSOS,6.61
0001364,TRINCHA G 3 CB PTO CERDA GRIS ,17891055170202,PC,19274,DIVERSOS,7.29
0001365,TINTA ESMALTE STAND 036L BCO ,7891696008295,UN1,2840,DIVERSOS,105.00
0001366,TINTA ESMALTE 3.6L PLATINA ,7891696008585,UN,2863,DIVERSOS,105.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0001368,TINTA ESMALTE STAND 900ML PTA ,7891696008752,CX6,2874,DIVERSOS,28.00
0001369,TINTA ESMALTE STAND 900ML VDE ,17891696008681,CX6,2877,DIVERSOS,26.60
0001370,VERNIZ PREMIUM MARITIMO 900ML ,7891696040233,CX6,117257,DIVERSOS,38.00
0001371,VERNIZ PREMIUM MARITIMO 900ML ,7891696040295,CX6,6964,DIVERSOS,30.00
0001372,VERNIZ PREMIUM MARITIMO 900ML ,7891696040202,CX6,117256,DIVERSOS,41.00
0001373,FILETE 165CM,0000000001373,UN,,DIVERSOS,89.00
0001374,ADESIVO PVC FORTLEV 17G,7898543595670,UN,,DIVERSOS,3.00
0001375,ADESIVO PVC FORTLEV 75G,7898543595687,UN,11730755,DIVERSOS,6.00
0001376,RABICHO FLEXIVEL PVC FORTLEV ,7898911343889,UN, ,DIVERSOS,6.00
0001377,ADUELA DE MACARANDUBA C/ ,0000000001377,UN,,DIVERSOS,275.00
0001378,CHUVEIRO SIMPLES,0000000001378,UN,,DIVERSOS,15.01
0001379,MANGUEIRA GAS GLP TRANC 120M ,0000000001379,UN1,5556,DIVERSOS,12.00
0001380,ESPATULA ATLAS 8CM PLASTICA,7896380193714,UN,6091,DIVERSOS,4.00
0001381,ESQUADRO MOMFORT CB ALUMINIO ,7897937403263,UN,626012,DIVERSOS,21.00
0001382,VEDA ROSCA FORTLEV,7898543595663,UN,16741817,DIVERSOS,3.00
0001383,ESCADA 5 DEGRAUS,0000000001383,UN,,DIVERSOS,198.20
0001385,RABICHO FLEXIVEL PVC FORTLEV ,7898911343896,UN,,DIVERSOS,7.00
0001386,RABICHO FLEXIVEL PVC FORTLEV ,0000000001386,UN,10750603,DIVERSOS,8.00
0001387,BARROTE 6X6 3MT,0000000001387,UN,,DIVERSOS,45.00
0001388,CAIXA SIFONADA FORTLEV,0000000001388,UN,,DIVERSOS,19.60
0001389,MASSA PLASTICA PRETA IBERE   ,7898031546986,UN,60869,DIVERSOS,16.50
