,,LIvro de Preço,,,,,
C.INTERNO,PRODUTO,,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0003689,TANQUE FIBRA DUPLO 1.20X0.60 ,0000000003689,UN,,DIVERSOS,170.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0003690,TANQUE FIBRA DUPLO 1.20X0.60 ,0000000003690,UN,,DIVERSOS,170.00
0003691,RABICHO PLASTICO 1METRO KRONA,7897801303033,UN,,DIVERSOS,8.50
0003692,QUADRO DISTR 12DIN/9NEMA KRONA,7897801318181,UN,,KRONA,46.00
0003693,SUPORTE PARA TV BRASFORMA ,7896689118494,UN,,DIVERSOS,20.00
0003694,EXPOSITOR LIXA NORTON 12GAV,0000000003694,UN,,DIVERSOS,480.47
0003695,FITA CREPE 24MMX50M NORTON      ,7891345802649,UN,,DIVERSOS,7.00
0003696,ABRACADEIRA P/CABO DE ACO 6MM,0000000003696,UN,,DIVERSOS,5.00
0003697,PORTA SANF.PVC60CM BEGE ,7898293950064,UN,,DIVERSOS,130.00
0003698,PORTA SHAMPOO PLAST CANTO ,7898668361341,UN,,DIVERSOS,34.00
0003699,TE C/REDUCAO 150X100MM SHIVA,7898914781473,UN,,DIVERSOS,46.00
0003700,PAINEL LED 18W SOB. ELGIN,7897013558917,UN,,DIVERSOS,22.50
0003701,PAINEL LED 24W SOB. ELGIN,7897013561658,UN,,DIVERSOS,35.00
0003702,PAINEL LED 20W EMB/SOB.QD.,7908225706963,UN,,DIVERSOS,47.00
0003703,TORNEIRA DE COZINHA BRANCA ,7898668362881,UN,,DIVERSOS,28.00
0003704,JOELHO DE ESGOTO 150MM,7898914781367,UN,,DIVERSOS,31.00
0003705,MANGUEIRA NIVEL SILICONE 516 X1 ,0000000003705,UN,,DIVERSOS,2.50
0003706,VASSOURAO DE GARI 39CMX5.5CM ,7891595002790,UN,,DIVERSOS,40.00
0003707,TRENA SQ AMARELA 5M,7899441522775,UN,2633,DIVERSOS,15.00
0003708,TRENA SQ 5M TRANSPARENTE 25MM,7899441503286,UN,3096,DIVERSOS,18.00
0003709,TRENA SQ 10M TRANSPARETE 25MM,7899441503309,UN,3098,DIVERSOS,35.00
0003710,TRENA SQ 5.0 PROF 25MM,7899441534150,UN,4396,DIVERSOS,23.00
0003711,TORNEIRA COZ. PAREDE INOX  C33 SA ,2040750000002,UN,4075,DIVERSOS,68.00
0003712,TORNEIRA COZ. BANCADA INOX C40 ,2043420000005,UN,,DIVERSOS,68.00
0003713,ACABAMENTO REGISTRO C 31 ABS SA ,2036650000006,UN,,DIVERSOS,16.00
0003714,ACABAMENTO REGISTRO C40 ABS SA ,2036630000002,UN,,DIVERSOS,16.00
0003715,PARAFUSO SEXT.AUT.BROC 12X1 ,7892183130291,UN,,DIVERSOS,0.60
0003716,PAINEL LED 24W EMB. ELGIN,7897013561610,UN,,DIVERSOS,35.00
0003717,TERMINAL TUBULAR 4MM  C100,7898966291562,PC,,DIVERSOS,21.50
0003718,TERMINAL PINO PRE ISOL.15X25MM ,7899820005356,UN,,DIVERSOS,11.00
0003719,PULVERIZADOR AMARELO FERTAK ,7908642008497,UN,,DIVERSOS,13.00
0003720,"LIMA CHATA P/ENXADA EDA 8""",7895315002893,UN,,DIVERSOS,13.00
0003721,CONECTOR PERFURANTE 95.10 TAF,7908608005744,UN,,DIVERSOS,10.00
0003722,PARAFUSO CHIP 6X100 ZINC ,7892183461487,UN,,DIVERSOS,1.30
0003723,CARRINHO CONST CINZA MINASUL,0000000003723,UN,,DIVERSOS,160.00
0003724,ENXADAO ESTREITO PANDOFO 10 CM,7893479145173,UN,,DIVERSOS,40.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0003725,VEDAROSCA KRONA 12MM X 10M,7897801300063,UN,,DIVERSOS,3.00
0003726,CAIXA SIFONADA QUAD. 150X50 ,7897801302982,UN,,6-KRONA,32.00
0003727,GRELHA/TAMPA QUAD. P/CX.SIF.100 ,7897801307093,UN,,6-KRONA,3.50
0003728,MANGUEIRA CORRUGADA 32MM ,7897801309639,MT,,6-KRONA,2.50
0003729,DESEMPENADEIRA PLAST 17X30CM ,7897488004650,UN,,DIVERSOS,15.50
0003730,DESEMPENADEIRA PLASTICO ,7898159700178,UN,,DIVERSOS,13.00
0003731,ADITIVO PLASTIFICANTE VEDALIT ,7897321128567,UN,,DIVERSOS,20.00
0003732,BOCAL COM RABICHO MECTRONIC,7898010133572,UN,,DIVERSOS,5.00
0003733,CHUVEIRO LOREN BELO 127V 4600W ,7896451859587,UN,,DIVERSOS,107.00
0003734,PLAFON PRETO ILUMI,7898493994844,UN,,DIVERSOS,5.00
0003735,APLICADOR SILICONE ,7898105774161,UN,,DIVERSOS,20.00
0003736,DISCO SERRA MARM MADEIRA 110X20 ,7898039200316,UN,,DIVERSOS,22.00
0003737,THINNER ANJO 900ML,7898025464180,UN,,DIVERSOS,18.00
0003738,CABO FLEX.  6.0MM PT.CORFIO   C100,7898258651241,MT,,DIVERSOS,6.30
0003739,BOTA BORRACHA PEGA FORTE PT ,0000000003739,UN,,DIVERSOS,50.00
0003740,BOTA COURO GARRA S/BIQ. TAM 36,7899625002031,UN,,DIVERSOS,60.00
0003741,BOTA COURO GARRA S/BIQ. TAM 39,7899625002062,UN,,DIVERSOS,60.00
0003742,MASSA CORRIDA DELTA PVA 15 KG,0000000003742,UN,,DIVERSOS,27.00
0003743,MASSA ACRILICA DELTA 15 KG,0000000003743,UN,,DIVERSOS,56.00
0003744,TINTA BRILVINIL INTERIOR BCO 16LT,0000000003744,UN,,DIVERSOS,100.00
0003745,TINTA BRILVINIL INT/EXT BCO 18 LTS,0000000003745,UN,,DIVERSOS,156.00
0003746,TINTA DELTA RENDE MAIS BCO 18LTS,0000000003746,UN,,DIVERSOS,206.00
0003747,CABO PP 2X2.50 CORFIO,7899563900093,UN,,DIVERSOS,7.00
0003748,SARRAFO ALUMINO 2M ANATOMICO ,7899625000068,UN,,DIVERSOS,67.00
0003749,PULVERIZADOR 500ML GIFO ,7896484900645,UN,,DIVERSOS,8.00
0003750,CHUVEIRO FRIO C/REG. HERC 5,7898059549785,UN,2337,10-HERC,13.00
0003751,MECANISMO DE ENTRADA CX ACOPL. ,7891222295625,UN,,1-DIVERSOS,57.00
0003752,CINTA ELEV. CARGA 4TON 3M120MM ,7898651422844,UN,,DIVERSOS,168.00
0003753,SUPORTE DE TV BRASFORMA ULTRA ,7896689113871,UN,,DIVERSOS,22.00
0003754,ARGAMASSA NFE,7897255925027,SC,,1-DIVERSOS,40.00
0003755,MARI LAVATORIO SUSPENSO C/FURO ,0789276871014,UN,31727,1-DIVERSOS,110.00
0003756,DUCHA HIGIENICA BCO/CROM FLUX,5600365966963,UN,FCHC,DIVERSOS,56.00
0003757,DISJUNTOR DIN UNIP 25A ,7891435966350,UN,,5-TRAMONTINA,13.00
0003758,"SUPORTE P TV PRISMATEC 10"" A 71""",7898652650116,UN,,DIVERSOS,17.00
0003759,CAL SUPERCAL 5KG,7899010479813,UN,,DIVERSOS,15.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0003760,TINTA BAHIA COR ACR BRANCO NEVE ,0000000003760,UN,,DIVERSOS,80.00
0003761,TINTA EM PO VERDE PRIMAVERA 2KG,0000000003761,UN,,DIVERSOS,8.00
0003762,TINTA EM PO AMARELO TRIGO 2KG,0000000003762,UN,,DIVERSOS,8.00
0003763,TINTA EM PO AZUL PAVAO 2KG,0000000003763,UN,,DIVERSOS,8.00
0003764,CAL DURECOR BRANCO 2KG   FD.,0000000003764,UN,,DIVERSOS,5.00
0003765,BISNAGA VERMELHO HIDROTINTA ,7899010478007,UN,,DIVERSOS,4.00
0003766,PISTOLA PULVERIZ.PNEUMAT.AR ,7897768400028,UN,,DIVERSOS,49.50
0003767,CHAVE COMBINADA 15MM ,7891114063592,UN,,DIVERSOS,16.00
0003768,CHAVE COMBINADA 17MM ,7891114063615,UN,,DIVERSOS,17.00
0003769,CHAVE COMBINADA 18MM ,7891114066609,UN,,DIVERSOS,18.00
0003770,CHAVE COMBINADA 19MM ,7891114066616,UN,,DIVERSOS,19.00
0003771,PARAFUSO FIX MDF PHIL 4.0 X 45 ,7892183700401,UN,27262,1-DIVERSOS,0.35
0003772,GRAMPO P/GRAMPEADOR TAPECARIA ,7898011979667,UN,,DIVERSOS,7.00
0003773,PARAFUSO FIX MDF PHIL 5.0 X 90 ,7892261310386,UN,,DIVERSOS,0.80
0003774,PORTA CADEADO ZINCADO 5.5 ,7898087580873,UN,,DIVERSOS,13.00
0003775,"PARAFUSO BSW FENDA 3/16X2"" ",7892183050216,UN,05021,DIVERSOS,0.40
0003776,PARAFUSO SUPORTE PHS M5X25MM ,7892183053118,UN,05311,DIVERSOS,0.25
0003777,CHAVE COMBINADA 20MM ,7891114093117,UN,,DIVERSOS,20.00
0003778,PARAFUSO SUPORTE PHS M6X30MM ,7892183045526,UN,04552,DIVERSOS,0.50
0003779,OCULOS SEGUR.RJ INCOL.GRAZIA   ,7898948325117,UN,,DIVERSOS,6.00
0003780,PARAFUSO SUPORTE PHS M8X35MM ,7892183082804,UN,,DIVERSOS,0.85
0003781,PARAFUSO SEXT RSC FINA ,7899371644875,UN,,DIVERSOS,2.50
0003782,PARAFUSO SEXT A8.8 M12X45MM ,7892261010385,UN,,DIVERSOS,2.50
0003783,PARAFUSO SEXT RSC SOB ZI 3/8 X 60 ,7892183052487,UN,,DIVERSOS,1.50
0003784,PARAFUSO SEXT RSC SOB ZI 5/16 X 65 ,7892183271246,UN,27124,DIVERSOS,1.50
0003785,PORCA SEXT M10 MA CH17 POLIDA ,0000000003785,UN,,DIVERSOS,0.50
0003786,PORCA SEXT M12 MA CH19 POLIDA ,7892261001123,UN,,DIVERSOS,0.75
0003787,BROCA ENCAIXE RAPIDO WMAX ,7891799547950,UN,,DIVERSOS,26.00
0003788,BROCA ENCAIXE RAP 2 PONT WMAX ,7891799548421,UN,,DIVERSOS,25.00
0003789,TORNEIRA BRANCA BANCADA HERC ,7898059548108,UN,,10-HERC,26.00
0003790,CABO FLEX.  2.5MM AM.COBRECOM ,7898259251853,MT,,2-COBRECOM,2.90
0003791,BARROTE PLASTILON 20X30X6M BR ,7898741600169,UN,,DIVERSOS,41.00
0003792,PAINEL LED 18W EMB EMPALUX 6500K,7896619435561,UN,71816,DIVERSOS,21.50
0003793,TOMADA QUADRADA DUPLA ILUMI 10A,7898493992284,UN,63120,1-DIVERSOS,12.00
0003794,TOMADA QUADRADA SIMPLES ILUMI ,7898493992314,UN,63140,DIVERSOS,8.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0003795,CADEIRA SECRET S/BRACO 007 ,7897208692310,UN,,DIVERSOS,350.00
0003796,FIO TORCIDO 0.75MM  MEGATRON ,7898410390063,UN,,DIVERSOS,2.10
0003797,PNEU CAR CONST 350X8 VONDER,7893946044848,UN,,DIVERSOS,52.00
0003798,CAMARA AR CARRINHO 350X8 ,7898505234104,UN,,DIVERSOS,25.00
0003799,EXTENSAO NATICON 3M CABO PP 3 ,7899594402535,UN,,DIVERSOS,20.00
0003800,LAMPADA LED INTELIG.SENSOR ,7899771503567,UN,,DIVERSOS,38.00
0003801,SERRA COPO ACO CARBO/MAD 5PC ,7898968528611,UN,,DIVERSOS,25.00
0003802,LAMPADA HALO ELGIN 42W,7897013527555,UN,,DIVERSOS,2.50
0003803,LAMPADA LED 9W SENSOR LUMIN.,7899771500283,UN,,1-DIVERSOS,36.00
0003804,EXTENSAO NATICON 3M C.PARALELO ,7899594402498,UN,,DIVERSOS,14.00
0003805,SERRA COPO FERTAK 30MM,7908642001450,UN,291030,20-FERTAK,33.00
0003806,SERRA COPO FERTAK 35MM,7908642001474,UN,291035,20-FERTAK,39.00
0003807,SERRA COPO FERTAK 65MM,7908642001498,UN,291065,20-FERTAK,72.00
0003808,RALO CESTA DE PIA INOX 7CM SQ ,7899441529286,UN,3962,1-DIVERSOS,8.00
0003809,DESEMPENADEIRA MADEIRA 26CM X ,0000000003809,UN,,DIVERSOS,23.00
0003810,MAQUINA SOLDA/INVERSORA 200A ,7898632330908,UN,,DIVERSOS,550.00
0003811,ESPACADOR/NIVELA PISO 1.0MM ECO ,7897451413342,UN,,DIVERSOS,12.00
0003812,CUNHA PLAST NIVELA PISO 50PC ECO ,7897451414103,UN,,DIVERSOS,19.00
0003813,ESPACADOR/NIVELA PISO 1.5MM 50PC ,7897451413366,UN,,DIVERSOS,12.00
0003814,ESPACADOR/NIVELA PISO 2.0MM ECO ,7897451413380,UN,,DIVERSOS,12.00
0003815,KIT SOS COLA EPOXI 50G,7898949356172,CX,SOS,DIVERSOS,16.00
0003816,PIA DE COZINHA GRANITO 1.40,0000000003816,UN,,DIVERSOS,490.00
0003817,REMOVEDOR MURIATICO WQ 1L,0618341080249,UN,,DIVERSOS,10.00
0003818,"REGISTRO DE GAVETA 1/2"" C40 ",7898357455108,UN,1509,DIVERSOS,79.00
0003819,"REGISTRO DE GAVETA 3/4"" C33 ",7898357473317,UN,1509,DIVERSOS,87.00
0003820,ASSENTO HERC ENVOLVENTE ,7898059544780,UN,385,10-HERC,37.50
0003821,BARRA ROSCADA 1/2 X 1M JOMARCA,7892183107316,UN,,DIVERSOS,22.00
0003822,PORCA ZINC 1/2 C100 JOMARCA,7892183072560,UN,,1-DIVERSOS,0.80
0003823,KIT PADRAO MONOFASICO TAF CMD1 ,7908608005775,UN,PADRAO,DIVERSOS,173.00
0003824,ARAME GALVANIZADO BWG181.24MM ,7897047210256,KG,,DIVERSOS,28.00
0003825,LUVA NITRILICA VERDE N09 IMBAT,7908089600223,UN,,DIVERSOS,13.00
0003826,TINTA LUZeCOR BRANCA 16LT LATEX ,0000000003826,UN,,DIVERSOS,95.00
0003827,ASSENTO ALMOFADADO ATLAS,7896003897104,UN,,DIVERSOS,55.00
0003828,PU 40 CZ 400G GARRA,7899625001638,UN,,DIVERSOS,15.00
0003829,ANEL VEDACAO C/GUIA SOCEL,7898590431136,UN,,DIVERSOS,7.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0003830,LINHA DE PEDREIRO TOP FIO 100 M ,7897323800065,UN,,DIVERSOS,10.00
0003831,SIFAO METALIZADO LUCONI,7894061002324,UN,,DIVERSOS,33.50
0003832,"FERROLHO CHATO GALV. 4"" LIDER",7898416154249,UN,,DIVERSOS,13.00
0003833,RESISTENCIA HYDRA CORONA 220V,7898945401135,UN,,DIVERSOS,17.00
0003834,CAMISA PIQ/POLO TB MASC.AZ M,0000000003834,UN,,DIVERSOS,52.82
0003835,CAMISA PIQ/POLO TB MASC.AZ G,0000000003835,UN,,DIVERSOS,52.90
0003836,CAMISA PIQ/POLO TB MASC.AZ GG,0000000003836,UN,,DIVERSOS,52.91
0003837,DOBRADICA GALVANIZADA 2 C/2 CART,7898416150883,UN,2562,DIVERSOS,7.00
0003838,DOBRADICA GALVANIZADA 2.1/2 C/2 ,7898416152856,UN,2565,DIVERSOS,9.00
0003839,EXPOSITOR DE FERRO V2 ,0000000003839,UN,,DIVERSOS,145.00
0003840,FITA DUPLA FACE BANAN.12X2 ,7891792975286,UN,,DIVERSOS,10.00
0003841,FITA DUPLA FACE BANAN.19X 2 ,7891792975293,UN,,DIVERSOS,11.00
0003842,VALVULA RETENCAO ESGOTO 100MM ,7898477899554,UN,,DIVERSOS,14.00
0003843,BOCAL COM RABICHO FOXLUX  C50,7898105774277,UN,,DIVERSOS,5.00
0003844,ZARCAO UNIVERSO CINZA 900ML ,7891696005355,LT,,1-DIVERSOS,33.00
0003845,TINTA UNIV ACRIL PROF UNILAR 15LT ,0000000003845,BD,,UNIVERSO,135.00
0003846,TINTA UNIV ACRIL UNILAR 18LT ,0000000003846,LT,,UNIVERSO,180.00
0003847,TINTA UNIV ACRIL UNILAR 18LT ,0000000003847,LT,,UNIVERSO,180.00
0003848,TINTA UNIV ACRIL UNILAR 18LT ,0000000003848,LT,64071,UNIVERSO,180.00
0003849,TINTA UNIV ACRIL UNILAR 18LT ,0000000003849,LT,64073,UNIVERSO,180.00
0003850,TINTA UNIV ACRIL UNILAR 18LT FLOR ,0000000003850,LT,64075,UNIVERSO,180.00
0003851,TINTA UNIV ACRIL PROF UNILAR 15LT ,0000000003851,BD,65609,UNIVERSO,135.00
0003852,TINTA UNIV ACRIL PROF UNILAR 15LT ,0000000003852,BD,65611,UNIVERSO,135.00
0003853,TINTA UNIV ACRIL PROF UNILAR 15LT ,0000000003853,BD,65613,UNIVERSO,135.00
0003854,AGUARRAS ANJO 900ML,7898025460366,LT,,DIVERSOS,22.50
0003855,THINNER ANJO 450ML ECOEFICIENTE,7898530461209,UN,2750,DIVERSOS,14.00
0003856,PORTEIRO ELET.ALUM.P200BI.AGL EN,7899884537855,UN,,DIVERSOS,220.00
0003857,CONECTOR COBRECABO 2.5/25MM ,7898441402230,UN,PF-25,DIVERSOS,12.50
0003858,PARAFUSO CHIP 5.0 X 70 ALBRAS  ,7895458109640,UN,,DIVERSOS,0.50
0003859,MASSA CORRIDA CORAL PVA 25 KG ,7891019918713,UN,,DIVERSOS,87.00
0003860,CORAL CORALAR ACRILICA ,7891019000005,UN,,DIVERSOS,170.00
0003861,MASSA CORRIDA PVA YALEN 13.5 KG,7898521451165,UN,,DIVERSOS,20.00
0003862,TINTA POP COR ACRILICA BRANCO ,0000000003862,UN,,DIVERSOS,65.00
0003863,COBOGO ANTI CHUVA 40X40 CIMENTO,0000000003863,UN,,DIVERSOS,20.00
0003864,CORDA PET VERDE 10MM ROLO ,7898393924255,MT,,DIVERSOS,2.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0003865,BOIA CX DAGUA VIQUA 1/2 E 3/4,7898010801969,UN,,DIVERSOS,12.00
0003866,PAINEL LED EMB. QD 18W 6500K ,7899771504694,UN,02902,DIVERSOS,20.00
0003867,PAINEL LED EMB. QD 24W 6500K ,7899771504717,UN,02904,DIVERSOS,32.00
0003868,TINTA SPRAY MUNDIAL PRETO BRILHA ,7898907527538,UN,,DIVERSOS,20.00
0003869,CHAVE PHILLIPS FAMASTIL 1/8X4 C6,7898105776202,UN,,DIVERSOS,6.00
0003870,OUTRAS DISPESAS,0000000003870,UN,,DIVERSOS,0.00
0003871,GABINETE ATENAS MGM 65 CM  ,0000000003871,UN,,DIVERSOS,362.00
0003872,GABINETE ATENAS MGM 65 CM ,0000000003872,UN,,DIVERSOS,467.00
0003873,GABINETE IRIS MGM 44 CM  ,0000000003873,UN,,DIVERSOS,236.00
0003874,GABINETE IRIS MGM 44 CM  ,0000000003874,UN,,DIVERSOS,236.00
0003875,BALCAO COZINHA SLIM MGM 1.14 MT ,0000000003875,UN,,DIVERSOS,491.00
0003876,BALCAO COZINHA SLIM MGM 1.14 MT ,0000000003876,UN,,DIVERSOS,491.00
0003877,BALCAO COZINHA SLIM MGM 1.34 MT  ,0000000003877,UN,,DIVERSOS,532.00
0003878,EXPOSITOR PAREDE 083MT  ,0000000003878,UN,,DIVERSOS,188.50
0003879,EXPOSITOR COZINHA  AMENDOA,0000000003879,UN,,DIVERSOS,188.50
0003880,DESENGRIPANTE SPRAY LUB FAST ,7898567700944,UN,,DIVERSOS,10.00
0003881,IMPERMEABILIZANTE ,7898570230223,UN,,DIVERSOS,154.00
0003882,OLEO 15W40 20L CH4TURBO POTENZA,7898344112373,UN,,DIVERSOS,100.00
0003883,BOIA CX.DAGUA CIPLA 1/2,7896050330890,UN,,DIVERSOS,11.00
0003884,CABO FLEX.  1.5MM AM.MEGATRON ,0000000003884,UN,,DIVERSOS,1.90
0003885,FIO PARALELO 15MM FULL C100M,7898710755135,UN,,DIVERSOS,2.60
0003886,PAINEL LED EMBUTIR KIAN 18W,7899710007668,UN,,DIVERSOS,25.00
0003887,SARRAFO ALUM. BIT. ESPECIAL N ,0000000003887,UN,,DIVERSOS,45.00
0003888,ESMALTE SINTETICO DELTA BRANCO ,0000000003888,LT,282,22-DELTA,32.00
0003889,ESMALTE SINTETICO DELTA PRETO ,0000000003889,LT,312,22-DELTA,32.00
0003890,PISO ALAMEDA BG 61X61 2.23M/CX ,0000000003890,CX,,23-FORMIGRES,74.00
0003891,PISO CARRARA CZ 61X61 2.23M/CX ,0000000003891,CX,,23-FORMIGRES,74.00
0003892,PISO PLENO 61X61 2.23M/CX TIPO A,0000000003892,CX,,23-FORMIGRES,74.00
0003893,PISO ECONATURE CL 61X61 2.23M/CX ,0000000003893,CX,BRILHANTE,23-FORMIGRES,74.00
0003894,PISO TAVOLA BG 61X61 2.23M/CX TIPO ,0000000003894,CX,ACETINADO,23-FORMIGRES,74.00
0003895,PISO NORDICO 61X61 2.23M/CX TIPO A,0000000003895,CX,MATE,23-FORMIGRES,74.00
0003896,PISO POLARIS CZ 61X61 2.23M/CX ,0000000003896,CX,BRILHANTE,23-FORMIGRES,74.00
0003897,PISO BRANCO AC 61X61 2.23M/CX ,0000000003897,CX,ACETINADO,23-FORMIGRES,74.00
0003898,PISO REV BRANCO 32X45 2M/CX TIPO ,0000000003898,CX,BRILHANTE,23-FORMIGRES,66.00
0003899,TORNEIRA BANCADA C61 SLIM MEDIA ,7898622665836,UN,,DIVERSOS,80.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0003900,PISO REV QUARTZITA 32X45 2M/CX ,0000000003900,CX,,23-FORMIGRES,66.00
0003901,PISO REV AMETISTA 32X45 2M/CX ,0000000003901,CX,,23-FORMIGRES,66.00
0003902,PISO ANTI DECK 45X45 2M/CX TIPO A,0000000003902,CX,ADERENTE,23-FORMIGRES,66.00
0003903,TORNEIRA BANCADA 45G ABS ,7908731105342,UN,90140-B,18-COBRA ,30.00
0003904,TORNEIRA BANCADA 45G ABS ,7908731105359,UN,90140-C,DIVERSOS,48.00
0003905,TORNEIRA BANCADA 45G ABS PRETA,7908731105335,UN,90140-P,DIVERSOS,30.00
0003906,TORNEIRA ESFERA 1/2 P/ 3/4 COBRA ,7898578805263,UN,9130,18-COBRA ,26.00
0003907,TORNEIRA ESFERA 1/2 P/ 3/4 C/ ,7898578805294,UN,9131,18-COBRA ,32.50
0003908,TORNEIRA COZINHA PAREDE ABS C62 ,7898578809261,UN,92067-P,DIVERSOS,30.00
0003909,TORNEIRA LAVATORIO ABS C65 ,7898622665225,UN,92090-P,18-COBRA ,30.00
0003910,REGISTRO PRESSAO C40 1/2 TC POP,7898622666796,UN,9416,18-COBRA ,46.00
0003911,TORNEIRA FLEX. PAREDE C65 ,7898622669346,UN,99367-V,18-COBRA ,85.00
0003912,TORNEIRA FLEX. BANCADA C65 ,7898622669353,UN,99398-V,18-COBRA ,85.00
0003913,TORNEIRA FLEX. PAREDE C65  PRETO,7898622669551,UN,999367-P,18-COBRA ,80.00
0003914,TORNEIRA FLEX. BANCADA C65  ,7898622661593,UN,999398-P,18-COBRA ,80.00
0003915,MASSA CORRIDA PVA NOVO LAR 13KG,0000000003915,SC,,DIVERSOS,27.50
0003916,PARAFUSO FIX MDF PHIL 4.5 X 40 ,7892183272342,UN,27234,DIVERSOS,0.30
0003917,PARAFUSO FRANCES ZI 3/8 X 9 CISER,7892261008757,UN,,DIVERSOS,5.50
0003918,PARAFUSO FRANCES ZI 5/16 X 7 ,7892183264064,UN,26406,DIVERSOS,4.00
0003919,PARAFUSO FRANCES ZI 516 X 8 ,7892183273547,UN,27354,DIVERSOS,4.50
0003920,PARAFUSO FRANCES ZI 5/16 X 9 ,7892261014055,UN,,DIVERSOS,5.00
0003921,PARAFUSO SUPORTE PHS M05X40MM ,7892183046899,UN,04689,DIVERSOS,0.50
0003922,PARAFUSO SEXT RSC SOB ZI 516 X 55 ,7892183271499,UN,,DIVERSOS,1.50
0003923,REDUCAO SOLD. LONGA 40 X 20MM,0000000003923,UN,,DIVERSOS,3.50
0003924,REDUCAO DE ESGOTO 150X100 ,0000000003924,UN,,DIVERSOS,23.00
0003925,TE DE ESGOTO 150X150 KRONA,0000000003925,UN,,DIVERSOS,54.00
0003926,TE DE ESGOTO C REDUCAO 75X50,0000000003926,UN,,DIVERSOS,15.00
0003927,TE DE ESGOTO C/ REDUCAO 100X75,0000000003927,UN,,DIVERSOS,16.50
0003928,TE DE ESGOTO C/REDUCAO 150X100,0000000003928,UN,,DIVERSOS,54.24
0003929,TAMPA DE TANQUE,7897801302067,UN,,DIVERSOS,1.00
0003930,CAIXA SIFONADA NR.07 RED.BRANCA   ,7897801302173,UN,,DIVERSOS,14.00
0003931,FIO DE ROCADEIRA 3MM QUAD. ,0000000003931,MT,,DIVERSOS,1.25
0003932,CORRENTE SOLD.ZIN 3MM 12.5KG ,7898255170417,KG,,DIVERSOS,30.00
0003933,CABO PP 2X1.5MM MEGATRON 100M,7899278968036,MT,,1-DIVERSOS,5.25
0003934,ABRACADEIRA NYLON 3.5X200 PT. ,7899791400228,UN,,DIVERSOS,0.25
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0003935,ABRACADEIRA NYLON 3.5X200 BC. ,7899791400211,UN,,DIVERSOS,0.25
0003936,ABRACADEIRA NYLON 3.5X140 BC. ,7898105771542,UN,,DIVERSOS,0.25
0003937,ABRACADEIRA NYLON 3.5X140 PT. ,7898105771641,UN,,DIVERSOS,0.25
0003938,FITA CREPE 48MMX45M KORETECH,7908467200366,UN,,DIVERSOS,11.00
0003939,RESISTENCIA LOREN ULTRA 3T ,7896451862853,UN,065J,1-DIVERSOS,30.00
0003940,ESMALTE 1/4X6 EUCALUX PRETO ,7896587011750,UN,,DIVERSOS,45.00
0003941,LIMPA PEDRA PROCLEAN 1L,7898612982738,UN,,DIVERSOS,11.00
0003942,FECHADURA BANHEIRO ALAV.STILO ,7898414840038,UN,,DIVERSOS,45.00
0003943,FECHADURA EXTERNA OXID. ALAV. ,7893858350860,UN,1801/21,DIVERSOS,120.00
0003944,FECHADURA BANHEIRO ALAV.OXID. ,7893858113526,UN,1820/21,DIVERSOS,107.00
0003945,PINO MACHO 20A LEGRAND,7896586816158,UN,,DIVERSOS,5.00
0003946,PINO MACHO 2PT 20A LEGRAND,7896586816165,UN,,DIVERSOS,6.00
0003947,PINO FEMEA 2PT 20A CZ RADIAL,7898577530272,UN,,DIVERSOS,6.00
0003948,EXTENSAO 03M PP 2PT MEGATRON,7899278900579,UN,,1-DIVERSOS,28.00
0003949,ALVIAO C/CABO TRAMONTINA,7891117011460,UN,77303/543,5-TRAMONTINA,107.50
0003950,BROCA ACO RAP. 7MM IRWIN,7897095001196,UN,,1-DIVERSOS,13.50
0003951,DISCO DE SERRA 110MM 24D ,7898094332328,UN,,DIVERSOS,20.00
0003952,TORNEIRA ABS LAVATORIO ,7898622662286,UN,92090-B,18-COBRA ,30.00
0003953,VASO ACOP. KIT SANTA CLARA ARAXA ,0000000003953,PC,,DIVERSOS,462.00
0003954,CHAVE ALLEN HEX. BRASFORT C/6,7898094332151,PC,8215,DIVERSOS,12.00
0003955,CARRINHO CARGA 200K ,7893223008907,UN,,DIVERSOS,326.00
0003956,LUVA LATEX MISTA NEOPROTEX. 8M ,7908089600469,UN,41.918,DIVERSOS,11.50
0003957,MISTURADOR/BATEDOR ,7898261678532,UN,,DIVERSOS,14.00
